RegionName,ZoneName,WoredaName,EthiopianMonth,EthMonNum,EthYear,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Oromia,Finfine Zuria,Mullo,Ginbot,9,2009,64,84,91,239
Oromia,West Wellega,Haru,Miyazia,8,2009,89,78,9,176
Oromia,East Hararge,Garemuleta Hospital,Yekatit,6,2009,18,63,32,113
Oromia,Jimma,Kersa,Nehase,12,2010,89,41,85,215
Oromia,West Shewa,Adea Berga,Tahesas,4,2010,17,3,74,94
Oromia,East Wellega,Wayu Tuqa,Tahesas,4,2010,16,37,86,139
Oromia,West Wellega,Nole Kaba,Meskerem,1,2011,45,55,31,131
Oromia,South West Shewa,Tole,Ginbot,9,2009,96,68,34,198
Oromia,West Wellega,Mendi Hospital,Hamle,11,2009,67,46,53,166
Oromia,East Hararge,Deder,Nehase,12,2010,63,69,70,202
Oromia,East Wellega,Leqa Dulecha,Teqemt,2,2011,68,70,69,207
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Ginbot,9,2010,37,74,68,179
Oromia,Bale,Ginir Town,Yekatit,6,2010,66,89,35,190
Oromia,North Shewa,Kuyu Hospital,Nehase,12,2009,27,78,39,144
Oromia,North Shewa,Fichetown,Yekatit,6,2010,82,59,72,213
Oromia,Arsi,Merti,Tahesas,4,2010,50,87,20,157
Oromia,West Hararge,West Harerge	Gumbi Bordede,Tir,5,2009,6,12,91,109
Oromia,Arsi,Hitosa,Yekatit,6,2011,74,70,18,162
Oromia,North Shewa,Debre Libanos,Megabit,7,2010,28,49,94,171
Oromia,Ilu Aba Bora,Doreni,Nehase,12,2009,33,76,77,186
Oromia,Arsi,Ludehetosa,Ginbot,9,2011,74,55,77,206
Oromia,East Wellega,Gudeyabila,Miyazia,8,2009,34,90,83,207
Oromia,Arsi,Tiyo,Miyazia,8,2009,93,3,96,192
Oromia,Bale,Arena Buluq,Tir,5,2011,25,53,11,89
Oromia,Qeleme Wellega,Gidami,Meskerem,1,2011,68,0,40,108
Oromia,Borena,Yabelo,Nehase,12,2009,21,68,58,147
Oromia,Bale,Dawe Serar,Teqemt,2,2010,51,25,94,170
Oromia,West Hararge,Oda Bultum,Tir,5,2009,24,2,62,88
Oromia,Buno Bedele,Bedele Zuriya,Megabit,7,2011,48,11,49,108
Oromia,Nekemte Town,Nekemte Town,Megabit,7,2011,30,80,74,184
Oromia,West Wellega,Seyo Nole,Miyazia,8,2011,19,83,77,179
Oromia,West Arsi,Kokosa  Hospital,Megabit,7,2010,4,10,59,73
Oromia,Ilu Aba Bora,Doreni,Miyazia,8,2011,98,77,62,237
Oromia,Jimma,Limu Seka,Tir,5,2010,60,41,14,115
Oromia,West Guji,Mkelka Soda,Megabit,7,2010,32,97,46,175
Oromia,Ilu Aba Bora,Hurumu,Teqemt,2,2011,73,96,16,185
Oromia,Guji,Uraga,Miyazia,8,2009,6,19,38,63
Oromia,Jimma,Sekoru,Teqemt,2,2010,23,86,34,143
Oromia,Bale,Goro,Teqemt,2,2011,97,75,7,179
Oromia,Finfine Zuria,Sululta Town,Miyazia,8,2010,61,29,83,173
Oromia,Guji,Adola Hospital,Tir,5,2011,63,26,79,168
Oromia,South West Shewa,Woliso Town,Ginbot,9,2009,18,76,95,189
Oromia,Guji,Negele Town,Teqemt,2,2010,55,86,25,166
Oromia,Arsi,Sude,Miyazia,8,2010,28,15,85,128
Oromia,West Arsi,Nensebo,Ginbot,9,2009,80,65,25,170
Oromia,West Guji,Bule Hora Toun,Miyazia,8,2010,4,79,78,161
Oromia,Horo Gudru Wellega,Abe Dengoro,Yekatit,6,2009,28,79,75,182
Oromia,Arsi,Jeju,Nehase,12,2009,80,0,7,87
Oromia,West Hararge,Bedesa Town,Nehase,12,2009,35,23,72,130
Oromia,Arsi,Gololcha,Hedar,3,2011,72,4,58,134
Oromia,East Hararge,Kombolicha,Hamle,11,2010,67,41,68,176
Oromia,Guji,Bore Hospital,Hedar,3,2011,99,37,81,217
Oromia,Qeleme Wellega,Jimma Horo,Tir,5,2010,36,60,63,159
Oromia,East Hararge,Kersa Eh,Nehase,12,2009,81,45,64,190
Oromia,North Shewa,Debre Libanos,Ginbot,9,2011,94,31,82,207
Oromia,South West Shewa,Tole,Meskerem,1,2011,81,18,24,123
Oromia,East Wellega,Limu,Sene,10,2009,36,77,51,164
Oromia,West Hararge,Chiro Town,Hedar,3,2011,28,55,92,175
Oromia,Finfine Zuria,Sebeta Awas,Ginbot,9,2011,40,79,76,195
Oromia,West Arsi,Adaba,Tahesas,4,2011,33,59,4,96
Oromia,North Shewa,Degem,Teqemt,2,2011,25,40,7,72
Oromia,Guji,Uraga,Yekatit,6,2009,9,85,53,147
Oromia,Arsi,Bale Gesgara,Yekatit,6,2011,82,79,77,238
Oromia,East Hararge,Fedis,Yekatit,6,2010,13,6,36,55
Oromia,Bale,Ginir,Teqemt,2,2010,40,67,84,191
Oromia,Qeleme Wellega,Gidami Hosp,Teqemt,2,2011,44,83,8,135
Oromia,West Wellega,Boji Cheqorsa,Ginbot,9,2009,83,35,83,201
Oromia,Arsi,Sire,Tir,5,2009,26,12,53,91
Oromia,Arsi,Ludehetosa,Nehase,12,2010,77,88,36,201
Oromia,Finfine Zuria,Walmera,Megabit,7,2010,65,5,24,94
Oromia,Arsi,Hitosa,Hamle,11,2009,4,90,28,122
Oromia,Borena,Gomole,Ginbot,9,2010,22,80,39,141
Oromia,Guji,Adola Reda,Ginbot,9,2009,41,80,22,143
Oromia,Buno Bedele,Bedele Town,Nehase,12,2009,45,66,96,207
Oromia,Qeleme Wellega,Jimma Horo,Sene,10,2009,26,62,75,163
Oromia,East Wellega,Nunu Qumba,Teqemt,2,2010,73,21,1,95
Oromia,West Wellega,Lata Sibu,Hedar,3,2010,58,71,80,209
Oromia,South West Shewa,Ameya,Yekatit,6,2009,67,24,0,91
Oromia,Arsi,Zeway Dugda,Megabit,7,2010,12,98,39,149
Oromia,Jimma,Mana,Yekatit,6,2011,72,28,20,120
Oromia,Jimma,Dedo,Miyazia,8,2011,68,16,56,140
Oromia,Gelan Town,Gelan Town,Ginbot,9,2009,5,57,43,105
Oromia,Arsi,Zeway Dugda,Yekatit,6,2009,47,92,78,217
Oromia,Arsi,Merti,Tir,5,2010,32,65,91,188
Oromia,West Hararge,West Harerge	Gumbi Bordede,Teqemt,2,2011,44,74,69,187
Oromia,West Guji,Bule Hora Toun,Meskerem,1,2011,84,0,53,137
Oromia,West Arsi,Adaba,Sene,10,2009,97,29,31,157
Oromia,Finfine Zuria,Berreh,Miyazia,8,2009,63,35,13,111
Oromia,Guji,Negele Hospital,Tahesas,4,2010,10,58,71,139
Oromia,West Arsi,Kore,Miyazia,8,2010,95,49,96,240
Oromia,Jimma,Guma,Yekatit,6,2011,95,22,68,185
Oromia,Arsi,Gololcha,Sene,10,2009,85,53,36,174
Oromia,Guji,Negele Hospital,Yekatit,6,2010,56,96,97,249
Oromia,West Arsi,Gambo Hospital,Miyazia,8,2009,3,68,43,114
Oromia,East Shewa,Liben,Yekatit,6,2011,19,37,91,147
Oromia,West Shewa,Bako Tibe,Nehase,12,2010,15,84,70,169
Oromia,Arsi,Tiyo,Yekatit,6,2010,26,5,44,75
Oromia,Jimma,Omonada,Hamle,11,2009,12,32,69,113
Oromia,South West Shewa,Ameya Hospital,Tir,5,2011,2,23,87,112
Oromia,East Wellega,Wama Hagelo,Megabit,7,2011,9,78,32,119
Oromia,North Shewa,Fiche Hospital,Hedar,3,2011,28,3,77,108
Oromia,West Arsi,Kokosa,Ginbot,9,2010,80,10,14,104
Oromia,East Hararge,Jarso,Ginbot,9,2010,72,25,39,136
Oromia,South West Shewa,Kersana Malima,Hedar,3,2010,1,99,65,165
Oromia,West Arsi,Wondo,Hamle,11,2010,91,93,42,226
Oromia,Horo Gudru Wellega,Abay Chomen,Megabit,7,2010,47,61,84,192
Oromia,Bale,Arena Buluq,Ginbot,9,2011,15,89,87,191
Oromia,Arsi,Digeluna Tijo,Teqemt,2,2011,1,96,97,194
Oromia,Guji,Bore,Miyazia,8,2010,74,36,12,122
Oromia,West Shewa,Liban Jawi,Teqemt,2,2010,47,83,74,204
Oromia,West Shewa,Adea Berga,Ginbot,9,2010,66,58,93,217
Oromia,Arsi,Dodota,Miyazia,8,2011,48,34,40,122
Oromia,Borena,Yabelo,Teqemt,2,2011,29,73,6,108
Oromia,Horo Gudru Wellega,Amuru,Hamle,11,2009,24,9,66,99
Oromia,Borena,Guchi,Yekatit,6,2009,40,66,90,196
Oromia,Arsi,Deksis,Ginbot,9,2010,56,31,74,161
Oromia,Buno Bedele,Bedele Zuriya,Ginbot,9,2009,43,70,80,193
Oromia,West Shewa,Jeldu,Hedar,3,2011,46,13,85,144
Oromia,Bale,Ginir,Ginbot,9,2010,15,59,0,74
Oromia,South West Shewa,Tole,Yekatit,6,2009,15,47,12,74
Oromia,East Wellega,Limu,Miyazia,8,2011,1,35,83,119
Oromia,Jimma,B/Tolyi,Teqemt,2,2010,43,67,44,154
Oromia,East Wellega,Kiremu,Teqemt,2,2011,89,69,48,206
Oromia,West Shewa,Ejerie,Hamle,11,2009,16,30,11,57
Oromia,Borena,Dhas,Megabit,7,2009,87,93,9,189
Oromia,West Shewa,Gojo Hospital,Nehase,12,2010,5,77,1,83
Oromia,West Shewa,Gojo Hospital,Hamle,11,2009,45,49,79,173
Oromia,Finfine Zuria,Sandefa,Tahesas,4,2011,65,20,98,183
Oromia,West Guji,Hanbala,Nehase,12,2010,3,56,34,93
Oromia,Finfine Zuria,Sululta Town,Ginbot,9,2011,12,72,28,112
Oromia,South West Shewa,Goro,Tahesas,4,2011,72,49,45,166
Oromia,East Hararge,Goro Gutu,Ginbot,9,2010,83,53,52,188
Oromia,West Wellega,Mendi Town,Sene,10,2009,42,81,97,220
Oromia,West Shewa,Ilu Galan,Yekatit,6,2011,31,93,52,176
Oromia,East Hararge,Kumbi,Yekatit,6,2009,94,79,34,207
Oromia,Shashamane Town,Shashamane Town,Miyazia,8,2011,11,77,81,169
Oromia,Horo Gudru Wellega,Jarte Jardga,Teqemt,2,2011,84,3,24,111
Oromia,East Hararge,Deder Hospital,Ginbot,9,2010,94,45,66,205
Oromia,Arsi,Robe,Ginbot,9,2011,66,49,97,212
Oromia,Jimma,Dedo,Megabit,7,2010,49,28,63,140
Oromia,Borena,Yabelo Hospital,Miyazia,8,2009,4,62,50,116
Oromia,West Guji,Bule Hora Toun,Tahesas,4,2010,77,89,17,183
Oromia,Buno Bedele,Diga,Meskerem,1,2011,84,53,30,167
Oromia,East Wellega,Haro Limu,Tir,5,2009,52,37,41,130
Oromia,East Hararge,Melka Belo,Hedar,3,2011,77,91,80,248
Oromia,Arsi,Merti,Miyazia,8,2010,82,58,80,220
Oromia,Qeleme Wellega,Laloqile,Megabit,7,2010,37,80,45,162
Oromia,East Shewa,Adami Tulu Jido Kombolcha,Nehase,12,2010,49,13,82,144
Oromia,Bale,Agarfa,Teqemt,2,2010,57,55,65,177
Oromia,Jimma,Mancho,Tahesas,4,2010,52,12,30,94
Oromia,East Hararge,Haromaya Rural,Tir,5,2010,59,63,41,163
Oromia,Qeleme Wellega,Seyo,Megabit,7,2011,17,77,70,164
Oromia,Ilu Aba Bora,Algesachi,Tir,5,2010,92,90,58,240
Oromia,East Shewa,Dugda,Meskerem,1,2010,84,66,59,209
Oromia,East Wellega,Wayu Tuqa,Miyazia,8,2009,61,20,76,157
Oromia,East Wellega,Diga,Yekatit,6,2009,78,47,45,170
Oromia,West Guji,Bule Hora Hospital,Ginbot,9,2009,38,59,43,140
Oromia,Bale,Gololcha,Miyazia,8,2011,56,16,43,115
Oromia,Finfine Zuria,Berreh,Sene,10,2009,48,14,10,72
Oromia,Holeta Town,Holeta Town,Yekatit,6,2010,74,68,60,202
Oromia,Arsi,Dodota,Hedar,3,2010,41,85,76,202
Oromia,West Wellega,Qiltu Kara,Ginbot,9,2011,33,44,14,91
Oromia,Borena,Arero,Sene,10,2011,27,35,96,158
Oromia,East Wellega,Jimma Arjo,Miyazia,8,2009,3,98,15,116
Oromia,East Hararge,Garemuleta Hospital,Teqemt,2,2010,23,7,27,57
Oromia,Bale,Goba Town,Megabit,7,2010,84,74,91,249
Oromia,West Shewa,Ejersa Lafo,Megabit,7,2011,34,57,16,107
Oromia,North Shewa,Abichugna,Hedar,3,2010,13,1,5,19
Oromia,Jimma,Gomma,Sene,10,2011,86,2,49,137
Oromia,West Hararge,Doba,Megabit,7,2011,30,5,31,66
Oromia,West Guji,Mkelka Soda,Ginbot,9,2009,39,52,3,94
Oromia,West Arsi,Dodola Town,Nehase,12,2010,83,77,68,228
Oromia,Assela Town,Assela Town,Tir,5,2009,47,91,33,171
Oromia,West Wellega,Genji,Tir,5,2010,7,6,22,35
Oromia,Nekemte Town,Nekemte Town,Yekatit,6,2009,22,54,26,102
Oromia,Qeleme Wellega,Gawo Qebe,Tir,5,2011,88,51,14,153
Oromia,West Hararge,Bedesa Town,Megabit,7,2011,48,13,19,80
Oromia,Horo Gudru Wellega,Jarte Jardga,Megabit,7,2011,89,33,68,190
Oromia,Ilu Aba Bora,Bure,Nehase,12,2010,42,49,1,92
Oromia,Arsi,Deksis,Tahesas,4,2010,14,98,62,174
Oromia,Guji,Bore,Yekatit,6,2009,53,34,87,174
Oromia,Ilu Aba Bora,Algesachi,Tahesas,4,2010,12,76,83,171
Oromia,East Wellega,Boneya Bushe,Hamle,11,2010,71,69,11,151
Oromia,East Wellega,Nunu Qumba,Hedar,3,2010,66,93,3,162
Oromia,East Hararge,Meta,Tir,5,2009,9,26,48,83
Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,Tir,5,2010,52,65,14,131
Oromia,East Wellega,Jimma Arjo,Tir,5,2010,75,2,93,170
Oromia,Bale,Berbere,Miyazia,8,2010,89,20,21,130
Oromia,West Wellega,Gimbi,Miyazia,8,2009,7,2,45,54
Oromia,Arsi,Ludehetosa,Yekatit,6,2011,72,3,37,112
Oromia,Guji,Adola Town,Teqemt,2,2010,25,4,50,79
Oromia,Qeleme Wellega,Seyo,Yekatit,6,2010,80,84,66,230
Oromia,West Hararge,Gelemso Hospital,Tahesas,4,2010,42,46,48,136
Oromia,East Hararge,Deder Hospital,Teqemt,2,2011,88,39,61,188
Oromia,Sebeta Town,Sebeta Town,Miyazia,8,2011,34,2,40,76
Oromia,East Hararge,Aweday Town,Hamle,11,2009,47,10,5,62
Oromia,Bale,Arena Buluq,Sene,10,2009,67,58,89,214
Oromia,West Arsi,Arsi Negele Town,Ginbot,9,2011,17,69,69,155
Oromia,Jimma,Limu Hospital,Yekatit,6,2010,81,20,32,133
Oromia,West Shewa,Metarobi,Megabit,7,2011,30,84,93,207
Oromia,West Guji,Dugda Dawa,Nehase,12,2010,5,47,0,52
Oromia,West Shewa,Ejerie,Ginbot,9,2009,88,13,82,183
Oromia,Finfine Zuria,Akaki,Nehase,12,2009,23,58,87,168
Oromia,Arsi,Shenan Kolu,Miyazia,8,2010,3,83,33,119
Oromia,Jimma,O/Beyam,Miyazia,8,2010,64,48,58,170
Oromia,West Wellega,Jarso,Ginbot,9,2010,26,48,42,116
Oromia,Qeleme Wellega,Sedan Chanka,Teqemt,2,2010,52,10,68,130
Oromia,East Shewa,Fentale,Tahesas,4,2010,84,31,6,121
Oromia,Qeleme Wellega,Dale Wabera,Ginbot,9,2010,22,89,99,210
Oromia,Burayu Town,Burayu Town,Miyazia,8,2009,30,57,75,162
Oromia,West Shewa,Elifata,Ginbot,9,2009,51,56,27,134
Oromia,Borena,Yabelo,Miyazia,8,2009,14,83,66,163
Oromia,North Shewa,Aleiltu,Megabit,7,2009,31,59,86,176
Oromia,East Wellega,Sibu Sire,Hedar,3,2010,20,68,37,125
Oromia,East Hararge,Haromaya Town,Nehase,12,2010,62,76,44,182
Oromia,Burayu Town,Burayu Town,Tahesas,4,2010,27,65,69,161
Oromia,North Shewa,Debre Libanos,Tir,5,2010,7,75,10,92
Oromia,South West Shewa,Wonchi,Yekatit,6,2010,30,53,6,89
Oromia,West Shewa,Liban Jawi,Ginbot,9,2010,98,14,24,136
Oromia,Jimma,Limu Kosa,Hamle,11,2010,96,6,10,112
Oromia,West Arsi,Siraro,Hedar,3,2011,84,15,31,130
Oromia,Horo Gudru Wellega,Chomen Guduru,Teqemt,2,2010,88,46,12,146
Oromia,West Wellega,Gimbi Rural,Hedar,3,2010,85,25,25,135
Oromia,West Arsi,Hebal Arsi,Tahesas,4,2011,14,29,88,131
Oromia,Shashamane Town,Shashamane Town,Ginbot,9,2009,52,0,61,113
Oromia,West Wellega,Gimbi,Hedar,3,2010,66,17,41,124
Oromia,Buno Bedele,Bedele Town,Yekatit,6,2009,98,93,50,241
Oromia,West Arsi,Gedeb Asasa,Meskerem,1,2010,39,84,42,165
Oromia,East Hararge,Haromaya Rural,Hamle,11,2009,22,70,50,142
Oromia,Borena,Meyo,Hedar,3,2010,2,54,73,129
Oromia,Horo Gudru Wellega,Amuru,Nehase,12,2009,46,20,3,69
Oromia,Arsi,Limuna Bilbilo,Meskerem,1,2010,87,53,80,220
Oromia,Arsi,Chole,Sene,10,2009,97,94,49,240
Oromia,Jimma,Chora Boter,Ginbot,9,2011,10,89,33,132
Oromia,West Shewa,Tikur Enchini,Tir,5,2009,48,74,79,201
Oromia,East Hararge,Haromaya Hospital,Hedar,3,2010,40,34,11,85
Oromia,East Hararge,Meta,Yekatit,6,2010,97,63,12,172
Oromia,East Wellega,Wayu Tuqa,Hedar,3,2010,85,10,7,102
Oromia,Bale,Legehida,Ginbot,9,2011,63,51,4,118
Oromia,West Wellega,Gimbi,Teqemt,2,2011,73,69,60,202
Oromia,Qeleme Wellega,Hawa Gelan,Megabit,7,2010,98,39,89,226
Oromia,West Hararge,Habro,Meskerem,1,2010,70,70,89,229
Oromia,West Guji,Bule Hora Toun,Tir,5,2010,66,43,67,176
Oromia,West Hararge,Chiro Hospital,Megabit,7,2010,61,12,79,152
Oromia,West Shewa,Chelia,Ginbot,9,2009,40,5,35,80
Oromia,West Shewa,Nono,Hamle,11,2010,54,17,65,136
Oromia,West Arsi,Wondo,Tir,5,2011,87,76,56,219
Oromia,Arsi,Robe,Teqemt,2,2011,86,67,85,238
Oromia,Horo Gudru Wellega,Jima Rare,Sene,10,2010,20,17,44,81
Oromia,Borena,Dhas,Sene,10,2010,3,56,81,140
Oromia,Buno Bedele,Meko,Meskerem,1,2011,68,99,49,216
Oromia,Arsi,Munesa,Tahesas,4,2011,43,7,31,81
Oromia,Assela Town,Assela Town,Tir,5,2010,50,57,23,130
Oromia,West Wellega,Nejo Town,Tir,5,2011,71,15,26,112
Oromia,Jimma,Mana,Sene,10,2009,84,43,34,161
Oromia,Bale,Ginir,Hamle,11,2009,31,49,41,121
Oromia,Jimma,Sekoru,Hedar,3,2011,47,7,17,71
Oromia,East Wellega,Jimma Arjo,Hamle,11,2009,52,5,49,106
Oromia,West Shewa,Ambo Hospital,Sene,10,2009,93,13,93,199
Oromia,Borena,Dire,Miyazia,8,2009,4,42,11,57
Oromia,Bale,Legehida,Yekatit,6,2010,65,60,77,202
Oromia,Arsi,Ludehetosa,Tir,5,2010,12,45,17,74
Oromia,Arsi,Ludehetosa,Hedar,3,2011,63,12,46,121
Oromia,West Guji,Bule Hora Toun,Miyazia,8,2010,47,93,29,169
Oromia,West Shewa,Tibe Kutaye,Ginbot,9,2011,79,20,93,192
Oromia,Bale,Goro,Sene,10,2011,95,50,94,239
Oromia,Sebeta Town,Sebeta Town,Sene,10,2010,19,81,9,109
Oromia,North Shewa,Debre Libanos,Megabit,7,2010,24,50,99,173
Oromia,Bale,Raitu,Teqemt,2,2010,94,90,0,184
Oromia,Jimma,O/Beyam,Nehase,12,2009,30,57,0,87
Oromia,Arsi,Jeju,Nehase,12,2009,70,71,96,237
Oromia,West Guji,Abaya,Nehase,12,2009,55,56,91,202
Oromia,West Shewa,Inchini Hospital,Miyazia,8,2011,59,22,61,142
Oromia,West Shewa,Dendi,Hedar,3,2010,29,26,89,144
Oromia,Arsi,Chole,Tir,5,2011,45,62,98,205
Oromia,East Hararge,Jarso,Ginbot,9,2011,41,59,92,192
Oromia,West Wellega,Mene Sibu,Hamle,11,2009,14,61,27,102
Oromia,Jimma,Dedo,Sene,10,2010,40,48,65,153
Oromia,East Wellega,Kiremu,Miyazia,8,2010,87,94,17,198
Oromia,Guji,Wadara,Hamle,11,2010,42,87,76,205
Oromia,East Wellega,Gobu Seyo,Hamle,11,2010,1,83,35,119
Oromia,West Hararge,West Harerge	Gumbi Bordede,Nehase,12,2009,9,59,65,133
Oromia,Ilu Aba Bora,Yayu,Hamle,11,2010,93,77,91,261
Oromia,East Wellega,Sasiga,Teqemt,2,2011,59,24,20,103
Oromia,West Wellega,Begi,Sene,10,2009,20,76,39,135
Oromia,Guji,Anna Sora,Ginbot,9,2011,45,9,47,101
Oromia,North Shewa,Girar Jarso,Meskerem,1,2011,10,29,81,120
Oromia,East Wellega,Leqa Dulecha,Megabit,7,2010,2,52,96,150
Oromia,East Wellega,Wayu Tuqa,Yekatit,6,2009,62,25,64,151
Oromia,Robe Town,Robe Town,Megabit,7,2010,95,16,71,182
Oromia,Jimma,Limu Kosa,Sene,10,2011,68,86,45,199
Oromia,North Shewa,Yaya Gulele,Ginbot,9,2010,61,48,50,159
Oromia,East Hararge,Haromaya Hospital,Nehase,12,2009,23,92,23,138
Oromia,Borena,Guchi,Miyazia,8,2009,77,66,10,153
Oromia,Borena,El Way,Megabit,7,2010,80,58,30,168
Oromia,Ilu Aba Bora,Algesachi,Hamle,11,2009,97,35,35,167
Oromia,West Shewa,Ejerie,Sene,10,2011,47,80,38,165
Oromia,East Wellega,Nunu Qumba,Sene,10,2010,47,27,71,145
Oromia,West Guji,Bule Hora Hospital,Sene,10,2010,21,98,15,134
Oromia,West Hararge,Doba,Nehase,12,2009,15,20,86,121
Oromia,Borena,Arero,Hedar,3,2010,89,93,47,229
Oromia,Ilu Aba Bora,Didu,Teqemt,2,2010,21,97,75,193
Oromia,West Shewa,Gedo Hospital,Teqemt,2,2010,47,84,72,203
Oromia,West Shewa,Ejersa Lafo,Nehase,12,2009,5,8,52,65
Oromia,West Shewa,Guder Hosp,Ginbot,9,2010,87,52,60,199
Oromia,East Wellega,Haro Limu,Tahesas,4,2010,97,80,8,185
Oromia,East Shewa,Fentale,Nehase,12,2010,43,16,46,105
Oromia,West Hararge,Burka Dimtu,Ginbot,9,2009,51,7,49,107
Oromia,Buno Bedele,Meko,Tahesas,4,2011,20,11,44,75
Oromia,South West Shewa,Kersana Malima,Teqemt,2,2011,57,86,67,210
Oromia,East Wellega,Sibu Sire,Yekatit,6,2011,49,39,71,159
Oromia,Ilu Aba Bora,Hurumu,Tahesas,4,2011,39,13,86,138
Oromia,Qeleme Wellega,Seyo,Nehase,12,2010,75,16,65,156
Oromia,East Shewa,Liben,Nehase,12,2010,83,55,93,231
Oromia,West Wellega,Begi,Nehase,12,2009,57,50,6,113
Oromia,East Wellega,Wama Hagelo,Miyazia,8,2010,66,87,67,220
Oromia,East Shewa,Boset,Teqemt,2,2010,11,48,81,140
Oromia,East Hararge,Bedeno,Nehase,12,2010,19,64,20,103
Oromia,West Wellega,Haru,Tir,5,2011,8,73,3,84
Oromia,East Wellega,Boneya Bushe,Ginbot,9,2009,48,7,5,60
Oromia,West Wellega,Gimbi Public  Hospital,Ginbot,9,2011,6,88,71,165
Oromia,West Shewa,Gindeberet Hospital,Teqemt,2,2011,87,58,72,217
Oromia,Finfine Zuria,Berreh,Teqemt,2,2011,56,71,22,149
Oromia,South West Shewa,Tulu Bolo Hospital,Sene,10,2009,50,73,74,197
Oromia,Borena,Arero,Hamle,11,2010,45,81,24,150
Oromia,East Shewa,Adea,Tir,5,2010,63,55,10,128
Oromia,West Shewa,Nono,Miyazia,8,2011,27,1,27,55
Oromia,West Shewa,Meta Waliqite,Hamle,11,2010,73,95,65,233
Oromia,Bale,Sinana,Sene,10,2011,7,3,3,13
Oromia,West Arsi,Gedeb Asasa,Teqemt,2,2011,1,78,49,128
Oromia,Ilu Aba Bora,Algesachi,Meskerem,1,2010,47,24,49,120
Oromia,East Shewa,Olanciti Hospital,Teqemt,2,2011,54,15,48,117
Oromia,North Shewa,Yaya Gulele,Teqemt,2,2010,47,6,5,58
Oromia,North Shewa,Dera,Hamle,11,2010,89,16,86,191
Oromia,Horo Gudru Wellega,Hababo Guduru,Ginbot,9,2009,41,95,41,177
Oromia,Bale,Goba Town,Teqemt,2,2010,48,63,14,125
Oromia,Bale,Goba Town,Sene,10,2009,25,79,45,149
Oromia,Bale,Seweyna,Nehase,12,2009,65,81,54,200
Oromia,Guji,Saba Boru,Nehase,12,2009,77,67,55,199
Oromia,Ilu Aba Bora,Nono Sele,Sene,10,2010,88,95,90,273
Oromia,West Shewa,Inchini Hospital,Meskerem,1,2010,53,14,92,159
Oromia,Jimma,O/Beyam,Miyazia,8,2011,4,40,14,58
Oromia,West Hararge,Burka Dimtu,Teqemt,2,2010,85,39,99,223
Oromia,Bale,Meda Welabu,Meskerem,1,2010,95,67,12,174
Oromia,Buno Bedele,Dapho Hana,Tir,5,2011,60,11,87,158
Oromia,Finfine Zuria,Akaki,Tir,5,2011,46,83,29,158
Oromia,Jimma,Kersa,Miyazia,8,2011,29,38,5,72
Oromia,Horo Gudru Wellega,Jima Rare,Teqemt,2,2010,75,0,49,124
Oromia,North Shewa,Wuchale,Megabit,7,2010,93,16,24,133
Oromia,West Wellega,Nole Kaba,Tir,5,2009,43,97,4,144
Oromia,South West Shewa,St.Luke Hospital,Tahesas,4,2010,85,68,70,223
Oromia,Guji,Aga Wayyu,Hedar,3,2010,23,12,93,128
Oromia,West Hararge,Mesela,Ginbot,9,2011,3,25,37,65
Oromia,Bale,Dawe Serar,Miyazia,8,2010,28,51,20,99
Oromia,South West Shewa,Ameya Hospital,Ginbot,9,2011,87,23,8,118
Oromia,East Hararge,Babile Woreda,Yekatit,6,2011,41,46,87,174
Oromia,East Wellega,Haro Limu,Tir,5,2011,25,89,60,174
Oromia,Gelan Town,Gelan Town,Meskerem,1,2010,8,2,9,19
Oromia,Horo Gudru Wellega,Jima Geneti,Tir,5,2010,1,82,89,172
Oromia,North Shewa,Girar Jarso,Megabit,7,2011,1,61,55,117
Oromia,West Hararge,Daro Lebu,Yekatit,6,2010,31,84,48,163
Oromia,Burayu Town,Burayu Town,Miyazia,8,2011,40,98,20,158
Oromia,West Wellega,Mendi Hospital,Meskerem,1,2011,4,76,17,97
Oromia,Arsi,Aseko,Miyazia,8,2011,64,5,55,124
Oromia,Guji,Negele Hospital,Meskerem,1,2011,20,65,80,165
Oromia,West Wellega,Mendi Hospital,Meskerem,1,2010,79,4,80,163
Oromia,North Shewa,Girar Jarso,Yekatit,6,2010,85,11,28,124
Oromia,East Shewa,Liben,Tahesas,4,2010,95,51,75,221
Oromia,East Shewa,Boset,Sene,10,2011,72,33,38,143
Oromia,East Hararge,Kersa Eh,Sene,10,2009,98,98,2,198
Oromia,West Wellega,Nejo Rural,Yekatit,6,2010,39,54,26,119
Oromia,Finfine Zuria,Berreh,Ginbot,9,2010,41,62,44,147
Oromia,Qeleme Wellega,Gidami,Ginbot,9,2011,34,18,39,91
Oromia,West Arsi,Kore,Miyazia,8,2010,42,38,24,104
Oromia,East Shewa,Fentale,Hamle,11,2010,34,72,94,200
Oromia,East Hararge,Chinakesen,Megabit,7,2011,19,85,71,175
Oromia,Ilu Aba Bora,Bure,Nehase,12,2010,58,66,30,154
Oromia,Guji,Odo Shakiso,Miyazia,8,2011,24,95,52,171
Oromia,Horo Gudru Wellega,Gudru,Teqemt,2,2011,51,59,7,117
